Data,Model,Fitting method,R^2,"Parameter, alpha (Constant)","Parameter, A","Std error, A","Parameter, tau","Std error, tau",Sum of squares,Sum of squares variable,Sum of squares response variable
CML,IM-II,LS,0.3641391402244937,0.044,2.93132494831445,0.33415701604937276,50.433963267371205,2.1504515432070685,9.812201194814076,0.0,9.812201194814076
