,Transformation parameter epsilon,RMS CML PLM,Parameter A,Parameter gamma,Inverse parameter A,Inverse parameter gamma
314,0.9112315640226937,0.30018407445937223,9.857081330308518e-09,3.906670746436029,3.4656549102805846e-07,3.906670746436029
315,0.9140097090349579,0.3001834703941885,9.750928475937926e-09,3.90666584384206,3.465728424316425e-07,3.90666584384206
316,0.9167878540472223,0.30018285957567203,9.64592239377299e-09,3.9066608751544885,3.465802925810485e-07,3.9066608751544885
317,0.9195659990594865,0.3001822629033572,9.542040950953292e-09,3.906656034876875,3.465875507500218e-07,3.906656034876875
318,0.9223441440717509,0.30018164550009874,9.439289532019069e-09,3.9066509713198263,3.4659514241217137e-07,3.9066509713198263
319,0.9251222890840152,0.3001810729183587,9.33762384784469e-09,3.906646336876402,3.4660209291332583e-07,3.906646336876402
320,0.9279004340962795,0.3001804796961589,9.237063129138941e-09,3.9066415010292093,3.4660934423528194e-07,3.9066415010292093
321,0.9306785791085438,0.3001798884470478,9.13758530103087e-09,3.9066366720551224,3.4661658522847725e-07,3.9066366720551224
322,0.9334567241208082,0.3001793019128903,9.039177090739279e-09,3.906631883946045,3.4662376507208495e-07,3.906631883946045
323,0.9362348691330724,0.300178716578411,8.941828761718124e-09,3.9066270994347683,3.466309394693491e-07,3.9066270994347683
324,0.9390130141453368,0.3001781342424087,8.845528185293981e-09,3.906622333874416,3.466380854945038e-07,3.906622333874416
325,0.941791159157601,0.30017638231922805,8.750980693348003e-09,3.9066019393849447,3.4666848276180605e-07,3.9066019393849447
326,0.9445693041698654,0.30017697701814916,8.656025939765862e-09,3.9066128460766336,3.466523125545815e-07,3.9066128460766336
327,0.9473474491821297,0.3001764061925461,8.562800414520613e-09,3.9066081607902596,3.466593383812944e-07,3.9066081607902596
328,0.9529037392066583,0.300175266661252,8.379350771948715e-09,3.906598802439502,3.4667337158926305e-07,3.906598802439502
329,0.9556818842189226,0.30017470026099147,8.289104072883373e-09,3.9065941538612803,3.466803423975224e-07,3.9065941538612803
330,0.9584600292311869,0.30017413420694655,8.199829884261568e-09,3.906589497552037,3.466873247272453e-07,3.906589497552037
331,0.9612381742434513,0.30017357505080056,8.111515328636137e-09,3.9065848893856003,3.466942349528314e-07,3.9065848893856003
332,0.9640163192557155,0.3001730161441891,8.024152283314356e-09,3.9065802780294705,3.4670114992619277e-07,3.9065802780294705
333,0.9667944642679799,0.3001724538995324,7.93773222942198e-09,3.9065756219018946,3.4670813154475496e-07,3.9065756219018946
