Data,Model,Fitting method,RMS,"Parameter, A","Std error, A","Parameter, gamma","Std error, gamma",Sum of squares,Sum of squares variable,Sum of squares response variable
colon,PLM,LS,9.742433270837909,3.0505632879553807e-05,9.808033972147339e-06,3.6733525734868655,0.0746562725818084,6833.8804346445195,0.0,6833.8804346445195
