,Transformation parameter epsilon,RMS colon PLM,Parameter A,Parameter gamma,Inverse parameter A,Inverse parameter gamma
173,0.5056223922321044,0.5869321472371941,7.334291800396223e-08,4.548154943589839,7.312789094227494e-07,4.548154943589839
174,0.511178682256633,0.5865279563975664,7.175926938284715e-08,4.5474295405232965,7.335282248138344e-07,4.5474295405232965
175,0.5139568272688974,0.5863255647626917,7.098080134708104e-08,4.547066033935306,7.346579884622688e-07,4.547066033935306
176,0.5167349722811616,0.5861229873469819,7.021108873037099e-08,4.546702024073864,7.357910669929951e-07,4.546702024073864
177,0.519513117293426,0.5859202120007972,6.945004361754568e-08,4.546337469622105,7.369275978498415e-07,4.546337469622105
178,0.5222912623056902,0.585717256316143,6.869754942975677e-08,4.545972419816163,7.380674392657621e-07,4.545972419816163
179,0.5250694073179546,0.5855141127747682,6.795351631545695e-08,4.545606846211254,7.392106890151308e-07,4.545606846211254
180,0.5278475523302188,0.5853107790201856,6.721784793252106e-08,4.545240743599432,7.403573742225372e-07,4.545240743599432
181,0.5306256973424832,0.5851072700663962,6.649043547720763e-08,4.54487414960899,7.415073878232732e-07,4.54487414960899
182,0.5334038423547475,0.584903576895267,6.577119192133545e-08,4.5445070372665874,7.426608238522978e-07,4.5445070372665874
183,0.5389601323792761,0.5844956547479953,6.43568257088769e-08,4.543771286351257,7.449779152884018e-07,4.543771286351257
184,0.5417382773915405,0.5842914289199375,6.366151631616635e-08,4.543402651600445,7.461415791071138e-07,4.543402651600445
185,0.5445164224038047,0.5840870356157462,6.297399291566271e-08,4.5430335374107065,7.473085850424065e-07,4.5430335374107065
186,0.5472945674160691,0.5838824643984571,6.229417988889614e-08,4.5426638956919625,7.484790936054562e-07,4.5426638956919625
187,0.5500727124283333,0.5836777216075159,6.162197836348154e-08,4.542293759823562,7.496530111184322e-07,4.542293759823562
188,0.5528508574405977,0.5834728167704911,6.095729855950182e-08,4.541923136455488,7.508303262758617e-07,4.541923136455488
189,0.555629002452862,0.5637879922357742,1.348651980139728e-07,4.371708853406323,1.530460539916782e-06,4.371708853406323
190,0.5584071474651263,0.5635976664438425,1.3386534706433737e-07,4.37072506883983,1.5368321635082068e-06,4.37072506883983
191,0.5611852924773906,0.5634069329123198,1.3285242211336337e-07,4.369774928912671,1.5430130741408051e-06,4.369774928912671
192,0.5639634374896549,0.5661202424688823,1.5952754451463775e-07,4.32874010744376,1.8325573900881288e-06,4.32874010744376
193,0.5667415825019192,0.5655959877770862,1.558387565225851e-07,4.331137812692215,1.8143050098199048e-06,4.331137812692215
194,0.5695197275141836,0.5661982082106984,1.580379521430668e-07,4.325666895601324,1.8563878071172957e-06,4.325666895601324
195,0.5722978725264478,0.5656229344861438,1.541565201127183e-07,4.328372627036311,1.8355269703946842e-06,4.328372627036311
196,0.5750760175387122,0.5679323060734325,1.6752349664123773e-07,4.308413605729133,1.9957774610075686e-06,4.308413605729133
197,0.5778541625509764,0.5816213759034063,5.529970609720112e-08,4.538565508698715,7.615810223455847e-07,4.538565508698715
198,0.5806323075632408,0.5814102366520865,5.470766670242218e-08,4.538182330524858,7.628177457486276e-07,4.538182330524858
199,0.5834104525755051,0.5812082531395352,5.411817709853284e-08,4.537814096647756,7.640080272474398e-07,4.537814096647756
200,0.5861885975877694,0.5810014690347102,5.3537266447711834e-08,4.53743767445439,7.652267595047213e-07,4.53743767445439
201,0.5889667426000337,0.5807945348916653,5.29628269513068e-08,4.537060765434417,7.664490224536495e-07,4.537060765434417
202,0.591744887612298,0.5805874757112021,5.239476523146655e-08,4.536683445639346,7.676745818832924e-07,4.536683445639346
203,0.5945230326245623,0.5803802702422668,5.183302737428341e-08,4.536305638759897,7.689036933555213e-07,4.536305638759897
204,0.5973011776368267,0.5801729213254638,5.1277538529002194e-08,4.535927354008982,7.701363376679335e-07,4.535927354008982
205,0.6000793226490909,0.5799654407796975,5.072821916712118e-08,4.53554862388983,7.713724207190441e-07,4.53554862388983
206,0.6028574676613553,0.5797578229685267,5.0185003096917735e-08,4.535169430188619,7.726120115837402e-07,4.535169430188619
207,0.6056356126736195,0.5795500744873355,4.964781679385588e-08,4.534789788186828,7.738550710199561e-07,4.534789788186828
208,0.6084137576858839,0.5793421959741183,4.911659293242485e-08,4.53440969101967,7.751016316038213e-07,4.53440969101967
209,0.6111919026981482,0.5791341884504672,4.859126283036197e-08,4.534029140833241,7.76351696822764e-07,4.534029140833241
210,0.6139700477104125,0.5789260543668867,4.807175629707793e-08,4.533648149907744,7.776052373353846e-07,4.533648149907744
211,0.6167481927226768,0.5787177930274541,4.7558010401372225e-08,4.533266702577956,7.788623142416583e-07,4.533266702577956
212,0.6195263377349411,0.5785094093684124,4.704995648853439e-08,4.532884811349395,7.801228972026871e-07,4.532884811349395
213,0.6223044827472054,0.5783009109296846,4.6547525171072774e-08,4.532502495990049,7.813869320111983e-07,4.532502495990049
214,0.6250826277594698,0.5780922914075647,4.6050657458521036e-08,4.532119733549616,7.826545039218022e-07,4.532119733549616
215,0.6334170627962626,0.5774657320297278,4.459279147840279e-08,4.530968826318865,7.864783424542478e-07,4.530968826318865
216,0.636195207808527,0.5772566550596943,4.411753915906238e-08,4.5305843309522595,7.877599856059804e-07,4.5305843309522595
217,0.6389733528207913,0.5770474702857997,4.364753610369988e-08,4.530199410008747,7.890451472057073e-07,4.530199410008747
218,0.6417514978330556,0.576838175917227,4.318272433082569e-08,4.529814055167526,7.903338651734094e-07,4.529814055167526
219,0.6445296428453199,0.5766287786662827,4.272304066220398e-08,4.529428286284016,7.916260841187195e-07,4.529428286284016
220,0.6473077878575842,0.5764192792930547,4.226842726700382e-08,4.529042101261717,7.929218212673137e-07,4.529042101261717
221,0.6500859328698485,0.576209680197264,4.181882626189415e-08,4.528655501527837,7.942210821887874e-07,4.528655501527837
222,0.6528640778821129,0.5759999764196228,4.1374184232467136e-08,4.52826846963143,7.955239354577504e-07,4.52826846963143
223,0.6556422228943771,0.5757901840968838,4.093443642504131e-08,4.52788104781231,7.968302503650418e-07,4.52788104781231
224,0.6584203679066415,0.5755802871310203,4.049953665829927e-08,4.527493188992552,7.981401947811184e-07,4.527493188992552
