Data,Model,Fitting method,RMS,"Parameter, A","Std error, A","Parameter, gamma","Std error, gamma",Sum of squares,Sum of squares variable,Sum of squares response variable
CML,PLM,ODR,0.3608972129376135,3.441100162418938e-07,1.449001682490994e-07,3.908282102613844,0.09777616797845169,9.638263074654148,0.49514909658061357,9.143113978073535
