Data,Model,Fitting method,RMS,"Parameter, A","Std error, A","Parameter, tau","Std error, tau","Parameter, C","Std error, C",Sum of squares,Sum of squares variable,Sum of squares response variable
CML,IM-III,LS,0.33621446408433814,1.2000708333615853,0.3470730433530431,36.164626297503894,5.193497368113838,1.0299108708521851,0.004816021775395484,8.364972273604383,0.0,8.364972273604383
