Data,Model,Fitting method,RMS,"Parameter, A","Std error, A","Parameter, gamma","Std error, gamma",Sum of squares,Sum of squares variable,Sum of squares response variable
myeloma,PLM,LS,1.833874077327637,1.1440352394940955e-06,5.782528563785564e-07,3.959560834433509,0.11716231953954652,198.42255375816325,0.0,198.42255375816325
