Data,Model,Fitting method,RMS,"Parameter, A","Std error, A","Parameter, tau","Std error, tau","Parameter, C","Std error, C",Sum of squares,Sum of squares variable,Sum of squares response variable
colon,IM-III,LS,4.065655181529889,369.36461984001335,28.59005700086477,69.21010882744896,0.8513779676770701,0.667200816833744,0.051724469493853495,1190.1277479672603,0.0,1190.1277479672603
