Data,Model,Fitting method,R^2,"Parameter, alpha (Constant)","Parameter, A","Std error, A","Parameter, tau","Std error, tau",Sum of squares,Sum of squares variable,Sum of squares response variable
colon,IM-II,LS,6.9830563824542615,0.044,157.04571174214303,8.848405217307217,59.46901438349048,0.9864693859462326,3510.9415037185345,0.0,3510.9415037185345
