,Transformation parameter epsilon,RMS CML IM-III,Parameter A,Parameter tau,Parameter C,Parameter alpha,Inverse parameter A,Inverse parameter gamma,Inverse parameter C,Inverse parameter alpha
16,0.005844908913175523,0.19908197084457988,0.008944379516906846,-30.47374590783067,0.9997847064546845,0.06487351297426938,0.008944379516906846,-30.47374590783067,0.9998372200177525,0.06487351297426938
17,0.006210215720248993,0.1985310950298173,0.015191641669799572,-22.30028367590579,0.9996266350168098,0.0649046720697867,0.015191641669799572,-22.30028367590579,0.9997214305835403,0.0649046720697867
18,0.006575522527322464,0.20001862784311836,0.02354184762727651,-15.7136164874699,0.9994165992642767,0.0647788480182526,0.02354184762727651,-15.7136164874699,0.9995705177583564,0.0647788480182526
19,0.006940829334395934,0.19908874501517027,0.02106779356060478,-17.345283173155917,0.9994680653192513,0.06484753907876517,0.02106779356060478,-17.345283173155917,0.9996142193837678,0.06484753907876517
20,0.007306136141469404,0.19601434218151334,0.008757984246813824,-30.531075548185477,0.9997728594169288,0.06508549945351698,0.008757984246813824,-30.531075548185477,0.9998380481105547,0.06508549945351698
21,0.007671442948542874,0.19784018312116955,0.017516098670914415,-20.049854710623205,0.9995419735782394,0.06496058611693957,0.017516098670914415,-20.049854710623205,0.9996774550825644,0.06496058611693957
22,0.008036749755616345,0.19506130709434208,0.008198705849672553,-31.46790296882026,0.999780636992833,0.06514271501929521,0.008198705849672553,-31.46790296882026,0.999848040738198,0.06514271501929521
23,0.008402056562689815,0.19382503397310885,0.005505783454920717,-37.48335765843655,0.999850213750413,0.06520660655309425,0.005505783454920717,-37.48335765843655,0.9998977681704843,0.06520660655309425
24,0.008767363369763284,0.19580475613123202,0.015291702321062434,-22.00623343465374,0.9995808126011831,0.06507175551772199,0.015291702321062434,-22.00623343465374,0.9997170695549854,0.06507175551772199
25,0.009132670176836754,0.1946798581603982,0.007834638216579315,-32.18992825597919,0.9997824153567287,0.06512141209922849,0.007834638216579315,-32.18992825597919,0.9998555175182974,0.06512141209922849
26,0.009497976983910226,0.19657544423227946,0.022861365757025326,-15.949215548705569,0.9993589775376875,0.06498400287414853,0.022861365757025326,-15.949215548705569,0.999577912801653,0.06498400287414853
27,0.009863283790983696,0.19213184445745232,0.007453852475717916,-32.76017888918796,0.9997855129178608,0.06527068054239908,0.007453852475717916,-32.76017888918796,0.9998613875896147,0.06527068054239908
28,0.010228590598057166,0.19315110986687484,0.009347845720970771,-29.45314522985593,0.9997297087100855,0.06515012792019495,0.009347845720970771,-29.45314522985593,0.999827516564684,0.06515012792019495
29,0.010593897405130635,0.19243865220954412,0.007712018374353605,-32.30386358840723,0.9997734012082766,0.06521917253717624,0.007712018374353605,-32.30386358840723,0.9998574334326581,0.06521917253717624
30,0.010959204212204107,0.19230800453077584,0.014344516322937538,-22.804019627793807,0.999572005596201,0.06522835685699857,0.014344516322937538,-22.804019627793807,0.9997335217620765,0.06522835685699857
31,0.011324511019277577,0.1914553583338156,0.008188953972300541,-31.34707510639001,0.9997530602480703,0.06524928749800632,0.008188953972300541,-31.34707510639001,0.9998486255978225,0.06524928749800632
32,0.011689817826351047,0.1919139116321402,0.01119658531978191,-26.647597374993328,0.9996594511544734,0.06518339147770581,0.01119658531978191,-26.647597374993328,0.9997935989474136,0.06518339147770581
33,0.012055124633424516,0.18782229574429896,0.005890125767990174,-36.14157724157327,0.9998162849736276,0.0654328547633701,0.005890125767990174,-36.14157724157327,0.9998904036671303,0.0654328547633701
34,0.012420431440497986,0.18747311535647115,0.0069833722850695485,-33.53601155555268,0.9997795636562786,0.06543843679605865,0.0069833722850695485,-33.53601155555268,0.9998701142232123,0.06543843679605865
35,0.012785738247571458,0.18915751097327813,0.00964001548587626,-28.78799553622978,0.999694482296402,0.06530403050595653,0.00964001548587626,-28.78799553622978,0.9998218925175765,0.06530403050595653
36,0.013151045054644928,0.18699377779382725,0.008540131195254113,-30.432347323705663,0.999723889231289,0.06546111952823098,0.008540131195254113,-30.432347323705663,0.9998413168429806,0.06546111952823098
37,0.013516351861718397,0.18696360157799913,0.012017968890349447,-25.270765704617524,0.9996075147785084,0.06542757239525847,0.012017968890349447,-25.270765704617524,0.9997767753066851,0.06542757239525847
38,0.013881658668791867,0.18837309580649458,0.018195749036840837,-19.038266057295996,0.9994007689587726,0.06534956851943743,0.018195749036840837,-19.038266057295996,0.9996622016391137,0.06534956851943743
39,0.014246965475865339,0.1852657348267559,0.011110822620083236,-26.395663288004556,0.9996282329440668,0.06548620458183009,0.011110822620083236,-26.395663288004556,0.9997938754077372,0.06548620458183009
40,0.014612272282938809,0.18357013889269497,0.008147779632497241,-31.032229707929684,0.9997237392289275,0.06555550259431873,0.008147779632497241,-31.032229707929684,0.9998490034756163,0.06555550259431873
41,0.014977579090012278,0.18316814360790573,0.008786806055605017,-29.85146392944332,0.9996985399439909,0.0655778418960963,0.008786806055605017,-29.85146392944332,0.9998372238986071,0.0655778418960963
42,0.015342885897085748,0.18200345610276117,0.007236825460958011,-32.75737144293718,0.9997488510211847,0.06561425870648492,0.007236825460958011,-32.75737144293718,0.9998661932025429,0.06561425870648492
