,Transformation parameter epsilon,RMS myeloma PLM,Parameter A,Parameter gamma,Inverse parameter A,Inverse parameter gamma
218,0.45377202811431855,0.626960362876139,4.576224097810039e-08,4.261328891580608,3.164392157795651e-07,4.261328891580608
219,0.4558535511790631,0.6269756511505937,4.5514777322313486e-08,4.260597289200871,3.1742623288532476e-07,4.260597289200871
220,0.4579350742438077,0.6269911087315333,4.526869041107672e-08,4.259866155176668,3.184156983644583e-07,4.259866155176668
221,0.46001659730855227,0.6270067622306533,4.502393668160241e-08,4.2591356560181035,3.19407388057086e-07,4.2591356560181035
222,0.46209812037329684,0.6270226560011948,4.4780437050624564e-08,4.258406129152182,3.204008407138968e-07,4.258406129152182
223,0.4641796434380414,0.6270387345338776,4.4538263768500254e-08,4.257677203071846,3.213965650119671e-07,4.257677203071846
224,0.46626116650278604,0.6270550134540662,4.429738852736118e-08,4.256948976903692,3.223944259694846e-07,4.256948976903692
225,0.4683426895675306,0.6270714822605944,4.405781111973167e-08,4.256221417920304,3.2339446981894364e-07,4.256221417920304
226,0.4704242126322752,0.6270881746761446,4.381948233187994e-08,4.255494727968,3.243964170571056e-07,4.255494727968
227,0.47250573569701976,0.6271050499066322,4.3582456923385674e-08,4.254768611409153,3.2540067794291163e-07,4.254768611409153
228,0.47458725876176433,0.6271221493063166,4.334665261351632e-08,4.254043431940923,3.264067469183871e-07,4.254043431940923
229,0.4766687818265089,0.6271394407498427,4.31121177898297e-08,4.253318923298364,3.274149945302028e-07,4.253318923298364
230,0.4787503048912535,0.6271569299130928,4.287884288939377e-08,4.25259509801353,3.2842540394340755e-07,4.25259509801353
231,0.48083182795599805,0.6271746199318097,4.264678803657869e-08,4.25187211899476,3.294377470410399e-07,4.25187211899476
232,0.4829133510207427,0.6271925092087571,4.241597283053416e-08,4.2511498572395565,3.304522042190024e-07,4.2511498572395565
233,0.48499487408548725,0.6272105912425651,4.218638764442919e-08,4.250428327414919,3.3146875533549135e-07,4.250428327414919
234,0.4870763971502318,0.627228866979461,4.195802149373226e-08,4.249707551274974,3.3248736960851066e-07,4.249707551274974
235,0.4891579202149764,0.6272473514895598,4.1730858826244455e-08,4.248987573805158,3.3350798215297395e-07,4.248987573805158
236,0.49123944327972097,0.6272660316771864,4.15048986544683e-08,4.248268368112322,3.3453063110688474e-07,4.248268368112322
237,0.49332096634446554,0.6272849067103409,4.1280137790514724e-08,4.247549917793487,3.3555533950005834e-07,4.247549917793487
238,0.4954024894092101,0.6273039745746286,4.1056563916036e-08,4.246832253007326,3.365820637756734e-07,4.246832253007326
239,0.49748401247395474,0.6273232240224524,4.0834195577568976e-08,4.246115246245172,3.3761098726483914e-07,4.246115246245172
240,0.4995655355386993,0.6273426785865994,4.0612977938129756e-08,4.245399146032715,3.386417510877756e-07,4.245399146032715
241,0.5016470586034438,0.6273623425267763,4.039290875671456e-08,4.2446839332817765,3.3967438024941756e-07,4.2446839332817765
242,0.5037285816681885,0.627382181748192,4.01740379919028e-08,4.243969317251198,3.4070929648443776e-07,4.243969317251198
243,0.5058101047329331,0.6274022137489274,3.995629982893379e-08,4.243255607663015,3.4174604950767657e-07,4.243255607663015
244,0.5078916277976776,0.627422436555793,3.9739760016094605e-08,4.2425424271545396,3.4278518822677134e-07,4.2425424271545396
