,Transformation parameter epsilon,RMS myeloma IM-III,Parameter A,Parameter tau,Parameter C,Parameter alpha,Inverse parameter A,Inverse parameter gamma,Inverse parameter C,Inverse parameter alpha
45,0.2450420143879871,0.2450420143879871,0.029285383622051974,10.456674797213642,0.9993455807647335,0.1277488500274226,0.029285383622051974,10.456674797213642,0.999367970036241,0.1277488500274226
46,0.2460755469407072,0.2460755469407072,0.03968546271591005,12.802075829607563,0.9991128179862966,0.1276679174379058,0.03968546271591005,12.802075829607563,0.9991435585334842,0.1276679174379058
47,0.24665955739896087,0.24665955739896087,0.04588217400102311,13.92196275135262,0.9989737415547599,0.12762721582156708,0.04588217400102311,13.92196275135262,0.999009844079375,0.12762721582156708
48,0.249601589406591,0.249601589406591,0.06925165701444795,17.074796345979323,0.9984509427618384,0.127432098687642,0.06925165701444795,17.074796345979323,0.9985056632256257,0.127432098687642
49,0.24583170669228713,0.24583170669228713,0.03793904673757322,12.462502313501306,0.9991501311458936,0.12769778388704234,0.03793904673757322,12.462502313501306,0.9991812525492695,0.12769778388704234
50,0.24641747529425045,0.24641747529425045,0.04716128075935119,14.136362292131121,0.9989430824532386,0.1276270676716078,0.04716128075935119,14.136362292131121,0.998982247707367,0.1276270676716078
51,0.24491731218886775,0.24491731218886775,0.03715447821824069,12.30342827568713,0.9991665857900598,0.12771501046256017,0.03715447821824069,12.30342827568713,0.9991981814747111,0.12771501046256017
52,0.24767407373044437,0.24767407373044437,0.05959894126470074,15.93364347540996,0.9986629839411598,0.12753413807398975,0.05959894126470074,15.93364347540996,0.9987138628654398,0.12753413807398975
53,0.24533493883170493,0.24533493883170493,0.04135238836690754,13.132281738845599,0.9990712847375044,0.12769177378988442,0.04135238836690754,13.132281738845599,0.9991076019579532,0.12769177378988442
54,0.24521417550195196,0.24521417550195196,0.04266509132605915,13.375110563466295,0.999040577454516,0.1276885148381013,0.04266509132605915,13.375110563466295,0.9990792844357068,0.1276885148381013
55,0.24441062939349018,0.24441062939349018,0.034500465316816366,11.742277858569409,0.999223522193084,0.12775820492867462,0.034500465316816366,11.742277858569409,0.9992554951448507,0.12775820492867462
56,0.24539161683318478,0.24539161683318478,0.04748397765780084,14.201246612316286,0.9989309170800017,0.12766171289296577,0.04748397765780084,14.201246612316286,0.9989752916348292,0.12766171289296577
57,0.2457332543111624,0.2457332543111624,0.05170026971346386,14.8549882593746,0.9988353421118981,0.12763145637237133,0.05170026971346386,14.8549882593746,0.9988842990788557,0.12763145637237133
58,0.24868515637701635,0.24868515637701635,0.07080866996194753,17.263066615705835,0.9984045620104784,0.12747884105592372,0.07080866996194753,17.263066615705835,0.9984719000050619,0.12747884105592372
59,0.24424051959173598,0.24424051959173598,0.04221487531334467,13.302489448264131,0.9990475587959572,0.12771875275757588,0.04221487531334467,13.302489448264131,0.9990890277208873,0.12771875275757588
60,0.24415913088869723,0.24415913088869723,0.04193339485619896,13.250487196546935,0.9990533050471335,0.12771957977160756,0.04193339485619896,13.250487196546935,0.9990951150329667,0.12771957977160756
61,0.24396249027605132,0.24396249027605132,0.04295601742591865,13.440481302452385,0.9990295744116761,0.12772476021555965,0.04295601742591865,13.440481302452385,0.9990730461120919,0.12772476021555965
